Date,Open,High,Low,Close,Adj Close,Volume
1980-01-02,1.915023,1.924963,1.871952,1.875265,0.477739,4206672
1980-01-03,1.875265,1.901771,1.842133,1.901771,0.484492,2176906
1980-01-04,1.908397,1.941529,1.908397,1.915023,0.487868,2018448
1980-01-07,1.915023,1.958095,1.915023,1.931589,0.492088,1905264
1980-01-08,1.931589,1.994540,1.924963,1.987913,0.506437,3263472
1980-01-09,1.987913,1.997853,1.968034,1.974661,0.503061,3248381
1980-01-10,1.974661,2.001166,1.974661,1.994540,0.508126,2995603
1980-01-11,1.994540,2.004479,1.928276,1.934902,0.492932,2788099
1980-01-14,1.948155,1.974661,1.948155,1.948155,0.496309,1486483
1980-01-15,1.948155,1.951468,1.928276,1.928276,0.491244,1531757
1980-01-16,1.928276,1.948155,1.918337,1.924963,0.490400,1927901
1980-01-17,1.924963,1.934902,1.881891,1.881891,0.479427,2056176
1980-01-18,1.875265,1.875265,1.848760,1.868639,0.476051,5708246
1980-01-21,1.868639,1.878578,1.862012,1.871952,0.476895,2173133
1980-01-22,1.871952,1.875265,1.838820,1.855386,0.472675,8945309
1980-01-23,1.855386,1.875265,1.845446,1.862012,0.474363,3369110
1980-01-24,1.862012,1.885205,1.842133,1.862012,0.474363,3271018
1980-01-25,1.862012,1.865325,1.848760,1.855386,0.472675,1444982
1980-01-28,1.852073,1.852073,1.809001,1.845446,0.470142,2350454
1980-01-29,1.842133,1.842133,1.809001,1.825567,0.465078,2701325
1980-01-30,1.825567,1.848760,1.815628,1.848760,0.470987,1795853
1980-01-31,1.848760,1.868639,1.815628,1.815628,0.462546,2373091
1980-02-01,1.805688,1.805688,1.765930,1.792435,0.456638,3648298
1980-02-04,1.795749,1.809001,1.795749,1.809001,0.460858,2840918
1980-02-05,1.809001,1.828880,1.809001,1.812314,0.461702,3406838
1980-02-06,1.812314,1.835507,1.789122,1.809001,0.460858,4508496
1980-02-07,1.809001,1.812314,1.759303,1.759303,0.448197,4278355
1980-02-08,1.759303,1.795749,1.736111,1.749364,0.445665,5549789
1980-02-11,1.749364,1.782496,1.749364,1.782496,0.454106,3203107
1980-02-12,1.782496,1.828880,1.775869,1.828880,0.465923,2191997
1980-02-13,1.828880,1.832194,1.779183,1.779183,0.453261,2988058
1980-02-14,1.779183,1.802375,1.762617,1.775869,0.452417,2063722
1980-02-15,1.769243,1.769243,1.736111,1.742737,0.443976,2754144
1980-02-19,1.742737,1.742737,1.716232,1.716232,0.437224,2414592
1980-02-20,1.716232,1.782496,1.716232,1.782496,0.454106,3101242
1980-02-21,1.782496,1.799062,1.709606,1.722858,0.438912,3418157
1980-02-22,1.722858,1.746051,1.716232,1.729485,0.440600,5368694
1980-02-25,1.722858,1.722858,1.702979,1.722858,0.438912,2663597
1980-02-26,1.716232,1.716232,1.683100,1.699666,0.433004,3414384
1980-02-27,1.699666,1.702979,1.640029,1.643342,0.418655,4806547
1980-02-28,1.643342,1.669847,1.600270,1.606897,0.413203,3904848
1980-02-29,1.623463,1.679787,1.623463,1.679787,0.431946,4127443
1980-03-03,1.679787,1.693040,1.643342,1.649968,0.424278,2799418
1980-03-04,1.630089,1.630089,1.603584,1.616836,0.415758,4489632
1980-03-05,1.616836,1.626776,1.587018,1.590331,0.408943,4972550
1980-03-06,1.583704,1.583704,1.543946,1.557199,0.400423,5696928
1980-03-07,1.557199,1.610210,1.557199,1.600270,0.411498,4761274
1980-03-10,1.600270,1.640029,1.590331,1.640029,0.421722,3968986
1980-03-11,1.656595,1.676474,1.656595,1.676474,0.431094,5738429
1980-03-12,1.673161,1.673161,1.616836,1.633402,0.420018,5927069
1980-03-13,1.640029,1.669847,1.640029,1.656595,0.425982,3342701
1980-03-14,1.656595,1.663221,1.633402,1.640029,0.421722,2048630
1980-03-17,1.633402,1.633402,1.596957,1.600270,0.411498,1229933
1980-03-18,1.600270,1.669847,1.600270,1.659908,0.426834,3429475
1980-03-19,1.659908,1.666534,1.646655,1.646655,0.423426,4104806
1980-03-20,1.646655,1.653281,1.630089,1.643342,0.422574,3731299
1980-03-21,1.643342,1.649968,1.633402,1.636715,0.420870,2150496
1980-03-24,1.636715,1.643342,1.590331,1.610210,0.414054,2780554
1980-03-25,1.610210,1.666534,1.603584,1.666534,0.428538,1675123
1980-03-26,1.666534,1.689726,1.643342,1.643342,0.422574,3704890
1980-03-27,1.643342,1.669847,1.626776,1.663221,0.427686,2825827
1980-03-28,1.666534,1.716232,1.666534,1.709606,0.439613,3335155
1980-03-31,1.709606,1.802375,1.699666,1.789122,0.460060,3667162
1980-04-01,1.789122,1.812314,1.775869,1.795749,0.461764,5855386
1980-04-02,1.795749,1.825567,1.775869,1.805688,0.464320,3361565
1980-04-03,1.805688,1.812314,1.792435,1.809001,0.465172,3463430
1980-04-07,1.809001,1.809001,1.742737,1.742737,0.448132,4168944
1980-04-08,1.742737,1.759303,1.736111,1.746051,0.448985,2799418
1980-04-09,1.746051,1.782496,1.742737,1.779183,0.457505,2301408
1980-04-10,1.779183,1.782496,1.765930,1.782496,0.458356,1614758
1980-04-11,1.782496,1.789122,1.755990,1.755990,0.451541,1976947
1980-04-14,1.749364,1.749364,1.716232,1.726172,0.443873,2388182
1980-04-15,1.726172,1.739424,1.722858,1.732798,0.445577,1380845
