Date,Dividends
2010-12-29,0.137000
2011-12-28,0.261000
2012-12-27,0.253000
2013-12-27,0.283000
2014-12-29,0.327000
2015-12-29,0.329000
2016-12-28,0.215000
2017-12-28,0.412000
2018-12-28,0.382000
2019-06-27,0.187000
2019-12-30,0.288000
2020-06-29,0.128000
2020-12-30,0.202000
2021-06-29,0.069000
2021-12-30,0.164000
2022-06-29,0.115000
2022-12-29,0.467000
2023-06-29,0.427000
